LZ,time,user_name,response
 ,04-18,王彦硕硕硕,回复@崔大6477759326:我也是第一次坐，第一次遇到不给托运行李的，以后肯定是不会买春秋的
 ,04-18,崔大6477759326,同感同感，今天刚刚遇到，20寸的行李箱非让托运，一件140元
 ,04-18,春秋航空,您好，16寸以下的箱子才可以携带带上飞机，关于托运行李行李规则及价格查询 网页链接
 ,04-17,王彦硕硕硕,回复@我会变成一颗大树:我觉得不廉价啊和平时坐的差不多价钱啊，我是第一次做这个春秋航空
"#春秋航空# @春秋航空 app里有四万多积分 买机票可以抵扣四百多块钱 勾选了积分抵扣之后就死活跳不到付款的步骤 取消积分抵扣就马上跳转支付第三方 这是让我用不了积分是吧
能不能解决 ",04-20,米开朗基德,建议楼主拨打95524咨询一下，应该能帮忙解决的。
 ,04-18,深圳广州微整形半永久,打造持久美丽
 ,04-16,春秋航空,您好，您可以将app升级到最新版本试一下哦
@春秋航空#抵制春秋航空# 机票不能改签 没有托运额 托运另收费退票只退机建 飞机上不提供水和食物，座椅靠背不能调节 这和没有退有什么区别 ,04-13,外国的猫,悔不当初啊
 ,04-13,米开朗基德,其实作为廉价航空最主要的就是确保安全飞行，至于舒适度和增值服务我们还是需要理解一下的，毕竟票价便宜呀。适合我们这样的小老百姓啊，哈哈~
 ,04-13,菀绾1986,全世界的低成本航空都这样，博主为啥一开始不买贵点的票………春秋的超值经济舱提供其它航头等舱的服务………
 ,04-11,树大好乘风凉,特价机票好像都是这样的，我上次在南航定的一千多的机票也只退了五十基建费。
 ,04-11,玛丽莲梦林,我现在在机场 飞机不能改签只能退 扣除70%费用 30天内退到账户行里
 ,04-10,春秋航空,您好，14寸以下的箱子才可以携带带上飞机，关于托运行李行李规则及价格查询 网页链接
 ,04-10,春航小叮铛,春秋航空飞机上不提供免费的餐饮，因为旅客的口味各有不同，如机上进行统一标准供餐，即使旅客一口不吃也要买单，不仅造成了浪费，也污染了环境。其他服务如选座费等，也均改成旅客可自由选择，这样将餐饮费及其他服务费用从旅客支付的票价中剥离出来还给旅客，换个角度看这也是为旅客带来了优惠噢~
 ,04-09,外国的猫,回复@Wuditiontion:你可说 我朋友只退了70
 ,04-09,Wuditiontion,笑死我了，退您50哈哈哈
"小哥哥长得贼帅，我偷拍的不怎么好。不需要任何解释，请给联系方式，谢谢您的配合！
@春秋航空 长春 ",04-08,所以你以为我是谁,回复@春秋航空:真是难为你了，还得特意看一下我怎么@你的是吗，真的特别帅，空姐也很好看，本想下机之前给他们一人一颗棉花糖，结果下机的时候没有看到了，遗憾了遗憾了。联系方式呢？微博就行
 ,04-08,春秋航空,""","
"#优秀到无法忽视你#何意百炼钢化为绕指柔，也密

~~晚安，亲~
@春秋航空@美食天天@不如温柔同眠 ",04-08,米开朗基德,""","
 ,04-08,春秋航空,""","
投诉春秋航空！@春秋航空 没有行李托运！飞机上没有飞机餐，没有喝的东西！然后卖饮料，卖吃的！！！去的时候坐的南方航空，差不多的机票价格服务差很多！！！ 哈尔滨·松北街区 ,04-22,Oh在南方流浪,春秋是廉航啊
 ,04-08,哈尔滨无痕接发潮流染发_家兴,很高兴认识你，希望可以帮你做美美哒发型。
 ,04-08,米开朗基德,廉价航空，主要针对价格敏感人群，减少餐饮等服务降低行李额度达到机票价格低廉的效果，把你安全的送到目的地又提供低廉的票价何乐不为。
 ,04-08,妖幺灵巴拉巴拉,看来是第一次乘坐廉航啊，国内的廉航基本都是这一种模式，我记得官网买的话都有写明
 ,04-08,春秋航空,您好，14寸以下的箱子才可以携带带上飞机，关于托运行李行李规则及价格查询 网页链接
 ,04-08,春航小叮铛,春秋航空飞机上不提供免费的餐饮，因为旅客的口味各有不同，如机上进行统一标准供餐，即使旅客一口不吃也要买单，不仅造成了浪费，也污染了环境。其他服务如选座费等，也均改成旅客可自由选择，这样将餐饮费及其他服务费用从旅客支付的票价中剥离出来还给旅客，换个角度看这也是为旅客带来了优惠噢~
亲爱的同学，同事，家长，这几天我的微博被春秋水军谩骂，所以有关春秋航空的内容会持续几天。因为不能接受春秋航空要求我的一个超小行李箱托运而导致我在浦东机场跑来跑去好几次，我私信收到很多攻击，都是春秋航空的水军，我都不知道春秋是怎么想的，折腾乘客的理由都是乘客的错？ @春秋航空 ,05-31,趣儿侑,回复@米开朗基德:问题是这个尺寸是手拎袋，行李箱也不给带。办机票时也不提醒，现在不让上飞机，要缴纳800港币。
 ,04-04,周宗丰,回复@踏破虚控:他们不敢用显著标识进行说明，那样肯定会流失半数以上的客源，而这半数以上的客源才是他们的摇钱树，才是他们欺诈的对象。@春秋航空
 ,04-04,踏破虚控,:米开朗基德这位同学，一味的强调尺寸标准没意思，毕竟现代人购票什么的很多规则确实不会仔细看，周先生提出的在显著位置特别提醒旅客注意事项这一点很重要，航空公司在这方面有所欠缺也的确是事实，国人对廉航的相关规定不了解也是普遍情况。
 ,04-04,周宗丰,回复@米开朗基德:我吐完了，叫你们家主子把我拉黑吧，反胃。
 ,04-04,周宗丰,回复@米开朗基德:你是春秋的水军，我可以理解，不用再继续跟我说你们家垃圾航空的规定了，现在提到春秋两个字，我就觉得恶心，等等，我去吐一会儿
 ,04-04,米开朗基德,春秋规定能带上飞机的行李尺寸为20*30*40cm，重量7KG或5KG
 ,04-04,周宗丰,回复@春秋航空:别以为你们的乘客买到的都是低价机票；有些你们的规定，别用小字告知，用你们的机上杂志大字说明，你们还应该对着媒体说明: 乘坐春秋，有太多的不可以，不是因为乘客买到的机票有多低廉，而是因为乘客不知情，你们偷换概念，在一定程度上进行欺诈，才赚的盆满钵满。
 ,04-04,周宗丰,回复@春航小叮铛:嗯嗯，相信你们还是有过并且正在进行着欺诈行为的。主要手段还是乘客对于整体航空服务流程的信任。其实，你们应该在最显著的位置告知乘客:别的航空可以带上飞机的行李，春秋不可以；别的航空让乘客在飞行过程中休息，春秋不可以…………在你们的机上杂志以及各种主页上。
 ,04-04,周宗丰,回复@春秋航空:我今天回上海啦！11点45的飞机，长春飞，以后能够避免春秋的航班，肯定要避免的，如果避免不了，对待春秋航空，要拿出对待垃圾人类的心态。
 ,04-03,春秋航空,您好，14寸以下的箱子才可以携带带上飞机，关于托运行李行李规则及 价格查询 网页链接
@春秋航空石家庄营业部  春秋航空官网上明确写着值机柜台办理托运为60元，登机口托运才100元，请问，为什么我在办理登机牌时，在柜台办理了托运要价100元，还不给我票据？@春秋航空 石家庄·石家庄正定国际机场 ,03-26,春秋航空,您好，14寸以下才可以携带带上飞机，关于托运行李行李规则及价格查询 网页链接
 ,03-25,春航小叮铛,回复@DU的PR小狮砸:亲，请问您支付的费用，机场工作人员有没有给到您收据呢？
 ,03-25,暖暖的小小小星,垃圾垃圾 春秋就是很垃圾 我今天也遇到了
 ,03-24,DU的PR小狮砸,回复@春航小叮铛:所以？？？还有后续吗？？
 ,03-24,DU的PR小狮砸,回复@春航小叮铛:RZPPZR
 ,03-24,春航小叮铛,请提供您的订单号（六位英文字母），以便小叮铛为您具体解答！[呵呵]
"我不想去评价你了，看到所有人都在骂你我就放心了@春秋航空  怪我买票前没有仔细阅读贵司的购票说明。惯性思维害人害己啊


这辈子这是最后一次坐贵司的飞机！您请好了 ",03-30,米开朗基德,楼主也许是第一次坐春秋航空，作为低成本航空公司的理念就是选择你所需要的服务。如果买的是特价票，那么就会没有免费行李额度，如果需要可以在购票的同时再买点行李额度，这样总体的票价还是划算。建议了解一下廉价航空的购票规则，这样可以省很多银子噢~
 ,03-29,vo晚灬风,回复@心劫angel123:掏钱 你就不方便了？
 ,03-28,大东家和喽喽猪,条款最好看看清楚~
 ,03-26,春秋航空,您好，不管以后定哪家航司的机票。都要看清楚有那些服务条款哦
 ,03-25,我是崔晓雨,回复@鹿鹿鹿Lumira007:惯性思维使我以为它们公司和其他航空公司一样
 ,03-25,我是崔晓雨,回复@心劫angel123:我坐飞机是图个方便！不看啥廉价不廉价！这家廉价航空公司，不知道行李箱必须托运必须掏钱。空间比其他航空小的多，没有水和餐饮就算了。中途还会跟火车一样叫卖东西！我没遇到过
 ,03-25,鹿鹿鹿Lumira007,坐过几次，有行李我都是网上提前买好行李额度的，短途坐坐还好。
 ,03-25,心劫angel123,兄弟，怎么了这航空公司，看着这么多人说不好有点小怕，过段时间要去大连
"@春秋航空 别的飞机能随手携带的行李到你这必须托运，你特么怎么这么不接地气，费时费力费银子，你特意给旅客制造麻烦呢吧？再不与时俱进还是尽快把位置让给别的航空公司吧，LZ看你还会差到什么程度，OUTOUTOUT
 ",04-01,XL-TANG,回复@大东家和喽喽猪:我还是觉得给大众带来便捷的舒适服务体验最重要
 ,03-28,大东家和喽喽猪,楼主也许是第一次坐春秋航空，作为低成本航空公司的理念就是选择你所需要的服务。如果买的是特价票，那么就会没有免费行李额度，如果需要可以在购票的同时再买点行李额度，这样总体的票价还是划算。建议了解一下廉价航空的购票规则，这样可以省很多银子噢~
 ,03-23,你是晴儿的,回复@双子孰德国狗:在哪个网上买呀
 ,03-20,米开朗基德,春秋规定能带上飞机的行李尺寸为20*30*40cm，重量7KG或5KG
 ,03-19,春秋航空,您好，14寸以下才可以携带带上飞机，关于托运行李行李规则及价格查询 网页链接
 ,03-18,双子孰德国狗,廉航对于行李尺寸方面要求是有点高的，我一般都是提前网上买好行李额度的，网上买便宜。
"春秋航空怎么不发展发展从北京出发的航线呢，看到开通了到达地为潮汕航线，我现在一个人在下雪的帝都想着虾饺还有凤爪流口水啊。国际航线也是，从上海出发的多，开通开通北京的嘛真是的。想着飞过去潮汕吃两天再去东南亚正正好哇
@春秋航空 ",03-31,李威威__,不要坐。。你会被恶心死
 ,03-28,大东家和喽喽猪,上海是春秋的总部呀~航线多正常啊
 ,03-20,米开朗基德,听说北京新机场造好后就会有了
 ,03-19,好雨当时,回复@春秋航空:好滴
 ,03-19,春秋航空,您好哦，目前北京新机场还没有开通呢，开通之后就有航班了哦
 ,03-17,好雨当时,回复@何晶晶Blingling:额外买行李额呗
 ,03-17,何晶晶Blingling,回复@好雨当时:是的 非常便宜 但是行李只能背个小包包 非常小 注意了
 ,03-17,好雨当时,回复@何晶晶Blingling:然而非常便宜可以忍受
 ,03-17,何晶晶Blingling,这个航空公司坐过一次就被我拉黑了
"今天早上睁开眼，终于看到积了点雪。不过由于气温太低，对飞机可不是什么好事，为现场除冰霜加大了难度。机务们辛苦了
@春秋航空 ",01-26,航旅圈,1月25日-26日，上海遭遇10年未遇大雪，航班运营饱受考验。通过提前预案、科学决策、高效配合、精细管理，@春秋航空 实现了上海虹桥、上海浦东两座机场约28个早航班运行正常，100%准点。
 ,01-26,老张头的晚年生活,我不要去t1
 ,01-26,哆啦A梦大战奥特曼,真辛苦，春秋全都是A320?
 ,01-26,Ed_Vantage,真的不带手套吗
 ,01-26,壹禾__,明天航班不会取消吧
 ,01-26,朗钛科技,辛苦保平安，点赞！\/\/@春秋航空: 机务们辛苦啦~
 ,01-26,春秋航空,机务们辛苦啦~
"#吴亦凡1106生日快乐# 爱奇艺VIP会员携手@春秋航空 包机带你去深圳看wuli#首席会员非凡体验官# 凡凡@Mr_凡先生 生日会咯！粗发～


@吴亦凡微吧 ",2017-11-08,大东家和喽喽猪,哇塞~好帅
 ,2017-11-06,D橙AI,壕啊～
 ,2017-11-06,少年民航,#吴亦凡1106生日快乐#  我们办公室有个吴亦凡的粉
 ,2017-11-05,我是wuli彤彤最爱的流沙包,#吴亦凡1106生日快乐# 这个也太霸气了吧~i71真的是大大手笔啊
 ,2017-11-05,爱奇艺小帮手,回复@飞钟爱一生:您好，感谢您对爱奇艺的支持，愿您在爱奇艺有一个美好的体验。
 ,2017-11-05,Mr_galaxy,感谢爱奇艺vip会员，祝生日会圆满顺利，大家玩的开心
 ,2017-11-05,老吴的莱可哒,这场包机厉害了，去不了现场的我抱了抱自己
 ,2017-11-05,一往晴天,真的成出门带私人飞机了
 ,2017-11-05,_凡黑的祖宗,今天看生日直播有什么要求嘛？
 ,2017-11-05,礼帽和口红,#吴亦凡1106生日快乐# 爱奇艺超给力的哦还有最后一张我们的几个小可爱真是太喜欢了
 ,2017-11-05,Ooh_ooooooo,坐等直播
 ,2017-11-05,芒果味的鲵精,可爱
 ,2017-11-05,曲同学的微博,我粗门要私人飞机
 ,2017-11-05,翅翅,回复@郑帅微博:真是可怕
 ,2017-11-05,郑帅微博,@翅翅
 ,2017-11-05,春秋航空,#吴亦凡1106生日快乐# 
 ,2017-11-05,仰望星空的蒲公英xuan,666
 ,2017-11-05,沫沫泽阳,#吴亦凡# #吴亦凡1106生日快乐# 这波宣传666，承坐爱的祝福的飞机，一定一路幸福
 ,2017-11-05,仑子benben,#吴亦凡1106生日快乐# #吴亦凡# 
 ,2017-11-05,金索索,IQY霸霸干得漂亮#吴亦凡# #吴亦凡#  #吴亦凡1106生日快乐#
 ,2017-11-05,SuperSuperGalaxy,Cool ，霸霸很给力#吴亦凡1106生日快乐# #吴亦凡#
 ,2017-11-05,静静的寒冷,@fan亦不fan 已经不能用羡慕来表达我的内心了，我现在是崩溃！
 ,2017-11-05,道亦渊夜,#吴亦凡#      #吴亦凡1106生日快乐#    吴亦凡 吴亦凡 吴亦凡 吴亦凡 吴亦凡   @Mr_凡先生       #首席会员非凡体验官#
 ,2017-11-05,凡酱_,可以说是最厉害的亦凡老师了期待今晚啊啊啊守直播
 ,2017-11-05,luvian_kaka,#吴亦凡#  #吴亦凡1106生日快乐# 爱奇艺VIP会员携手@春秋航空 包机带你去深圳看wuli#首席会员非凡体验官# 凡凡@Mr_凡先生 生日会咯！粗发～@吴亦凡微吧 
 ,2017-11-05,甜羊杀猪了,去他妈的小鲜肉，劳资粉的是国际巨星 膨胀
 ,2017-11-05,用户5drchjtym5,豪气！
 ,2017-11-05,俣亦凡旁边那个人是我,#吴亦凡# #吴亦凡1106生日快乐# 爱凡凡 我是VIP我骄傲~@Mr_凡先生  生日快乐哟
 ,2017-11-05,你已经走很远了,
 ,2017-11-05,-对不起187以下看不见-,这些霸霸都实力宠
 ,2017-11-05,爱吃瓜兮兮的耍法儿,好羡慕哦
 ,2017-11-05,这个男孩很强,这些金主一个比一个给力
 ,2017-11-05,小兔AliceQniLife,羡慕啊！
 ,2017-11-05,kw1106fan,#吳亦凡1106生日快乐# #吳亦凡# 各代言商都很宠凡凡，很多福利，这个666
 ,2017-11-05,宴北遇,#吴亦凡1106生日快乐#    [淚][淚][淚][淚][淚][淚][淚]羡慕嫉妒没有恨
 ,2017-11-05,_凡黑的祖宗,今天看生日直播有什么要求嘛？
 ,2017-11-05,架上药生尘,""","
 ,2017-11-05,亦路凯歌,哇  给力666
 ,2017-11-05,Yenicall贤1998,希望偶遇啊
 ,2017-11-05,一只话多的nunu,66666羡慕
 ,2017-11-05,吴小毛-Aris-,感谢
 ,2017-11-05,galaxy_seeing,太可爱了吧
 ,2017-11-05,小鱼守护天神,吴亦凡生日专机啊啊啊啊啊啊啊牛掰
 ,2017-11-05,陌陌里斯,""","
 ,2017-11-05,Mr_嘉恒学长,私人飞机
 ,2017-11-05,一往晴天,真的成出门带私人飞机了
 ,2017-11-05,平凡小幸运,哇，我出门要私人飞机
 ,2017-11-05,大琴Zoe,厉害了
 ,2017-11-05,OopsBitch,@白胖胖十九 包机
 ,2017-11-05,老吴的莱可哒,这场包机厉害了，去不了现场的我抱了抱自己
 ,2017-11-05,曲同学的微博,我粗门要私人飞机
 ,2017-11-05,Mrs_月,#吴亦凡#  #吴亦凡1106生日快乐#  哇，这个太赞啦
 ,2017-11-05,一番的神游少女,我的妈呀！赞助商霸霸们今天完全是比赛宠凡了#吴亦凡1106生日快乐#
 ,2017-11-05,北美天神,喜欢喜欢
 ,2017-11-05,排排坐的兔兔,超级酷
 ,2017-11-05,毛球小朵,#吴亦凡1106生日快乐# 天呐，太棒了～
 ,2017-11-05,萌哒哒桃小喵喵,。。。我宝生日的时候咋没这福利呢。。。都是推荐官啊被黑就算了连基本福利都没有。。。心累
 ,2017-11-05,Deserve-K6,妈耶这个6666
 ,2017-11-05,吴亦凡怎么那么帅,给力\/\/@Fabulousts:我们赞助商宝贝今年都好多好多活动哦！！
 ,2017-11-05,Fabulousts,我们赞助商宝贝今年都好多好多活动哦！！
 ,2017-11-05,lauresandy,#吴亦凡1106生日快乐# #吴亦凡# 这一波，超级666！
 ,2017-11-05,一米八七的善良,酷哦，我是第1106个转发的哎
 ,2017-11-05,小苹果0730,#吴亦凡1106生日快乐# #吴亦凡#吴亦凡 @Mr_凡先生 wyf kriswu  #Deserve-吴亦凡;Travis Scott[音乐]#  #吴亦凡代言爱奇艺vip#
